nasabah_id,nama_lengkap,nik,no_hp,email,tanggal_lahir,jenis_kelamin,segmen_nasabah,cabang_id,tanggal_buka_rekening,status_aktif,pekerjaan,penghasilan_bulanan
NSB0002678,Nuri Wijaya,1108052306798582,085769658335,nuri.wijaya_2678@email.com,1979-06-23,Perempuan,Retail,CAB0051,2012-11-10,Aktif,Pensiunan,7500000
NSB0002679,Citra Santoso,2214092607802479,081242592736,citra.santoso_2679@email.com,1980-07-26,Laki-laki,Retail,CAB0057,2022-06-28,Tidak Aktif,Pensiunan,75000000
NSB0002680,Eko Aritonang,0911022101971688,081398028208,eko.aritonang_2680@email.com,1997-01-21,Laki-laki,Priority,CAB0067,2014-06-26,Aktif,Petani,50000000
NSB0002681,Nuri Hutapea,0213070102143745,082197366566,nuri.hutapea_2681@email.com,2014-02-01,Perempuan,SME,CAB0064,2018-08-20,Aktif,Nelayan,5000000
NSB0002682,Vina Purba,1107060302820167,085836984680,vina.purba_2682@email.com,1982-02-03,Perempuan,Corporate,CAB0008,2016-04-11,Aktif,TNI/Polri,15000000
NSB0002683,Zahra Lestari,1508040810621764,085830844067,zahra.lestari_2683@email.com,1962-10-08,Perempuan,Priority,CAB0046,2024-03-13,Aktif,Petani,20000000
NSB0002684,Gita Purba,2914041103970894,087764064021,gita.purba_2684@email.com,1997-03-11,Perempuan,Priority,CAB0009,2011-01-24,Aktif,Karyawan Swasta,7500000
NSB0002685,Tari Hutabarat,2203021609958201,087731471289,tari.hutabarat_2685@email.com,1995-09-16,Laki-laki,Priority,CAB0067,2022-02-25,Aktif,Wiraswasta,3000000
NSB0002686,Siti Purba,2102081608666778,087887087174,siti.purba_2686@email.com,1966-08-16,Laki-laki,SME,CAB0034,2019-11-28,Aktif,Karyawan Swasta,30000000
NSB0002687,Yanti Wibowo,2907030108916337,081386168135,yanti.wibowo_2687@email.com,1991-08-01,Perempuan,Corporate,CAB0037,2013-09-26,Tidak Aktif,PNS,7500000
NSB0002688,Rahmat Purba,2009052606105241,082274459130,rahmat.purba_2688@email.com,2010-06-26,Perempuan,Priority,CAB0053,2014-04-04,Aktif,Profesional,75000000
NSB0002689,Surya Gunawan,2806020302086022,085356530441,surya.gunawan_2689@email.com,2008-02-03,Perempuan,Retail,CAB0059,2010-10-06,Aktif,Profesional,7500000
NSB0002690,Desi Purba,2415010809781918,085348222119,desi.purba_2690@email.com,1978-09-08,Laki-laki,Retail,CAB0022,2018-08-09,Aktif,PNS,30000000
NSB0002691,Erna Susanto,0709010705948701,082281794136,erna.susanto_2691@email.com,1994-05-07,Laki-laki,Retail,CAB0059,2019-03-11,Aktif,PNS,7500000
NSB0002692,Surya Lestari,1515021008621093,085711530962,surya.lestari_2692@email.com,1962-08-10,Perempuan,Corporate,CAB0053,2022-04-26,Aktif,Mahasiswa,10000000
NSB0002693,Mega Situmorang,1101052509998246,085860376647,mega.situmorang_2693@email.com,1999-09-25,Perempuan,Retail,CAB0056,2016-08-15,Aktif,PNS,50000000
NSB0002694,Bambang Susanto,0106041001699650,082175648380,bambang.susanto_2694@email.com,1969-01-10,Perempuan,SME,CAB0006,2016-06-09,Aktif,Ibu Rumah Tangga,30000000
NSB0002695,Putri Nugroho,1310010306009673,087746312075,putri.nugroho_2695@email.com,2000-06-03,Perempuan,SME,CAB0066,2015-08-21,Aktif,PNS,20000000
NSB0002696,Linda Putra,3307060406063480,081328333930,linda.putra_2696@email.com,2006-06-04,Laki-laki,Retail,CAB0057,2013-08-10,Aktif,Wiraswasta,20000000
NSB0002697,Joni Hidayat,3213063005848449,081251051169,joni.hidayat_2697@email.com,1984-05-30,Laki-laki,Retail,CAB0013,2022-08-22,Aktif,Mahasiswa,5000000
NSB0002698,Bayu Pratama,3013022004889502,081214687171,bayu.pratama_2698@email.com,1988-04-20,Perempuan,Retail,CAB0029,2010-07-29,Aktif,Nelayan,20000000
NSB0002699,Desi Utami,2608051102833998,082186833621,desi.utami_2699@email.com,1983-02-11,Laki-laki,Priority,CAB0006,2021-02-16,Aktif,TNI/Polri,15000000
NSB0002700,Nanda Siagian,1402072105698157,081380286575,nanda.siagian_2700@email.com,1969-05-21,Laki-laki,Priority,CAB0021,2022-11-26,Aktif,Profesional,3000000
NSB0002701,Utami Tampubolon,1903033105915874,081323900206,utami.tampubolon_2701@email.com,1991-05-31,Laki-laki,Priority,CAB0007,2024-09-07,Aktif,Pensiunan,100000000
NSB0002702,Tari Setiawan,0110020712862973,087785795037,tari.setiawan_2702@email.com,1986-12-07,Perempuan,Private Banking,CAB0006,2016-05-04,Aktif,Wiraswasta,10000000
NSB0002703,Citra Manurung,2911011601106345,085780274822,citra.manurung_2703@email.com,2010-01-16,Perempuan,SME,CAB0011,2019-08-26,Aktif,Ibu Rumah Tangga,3000000
NSB0002704,Nuri Tampubolon,3109052201793186,081280873325,nuri.tampubolon_2704@email.com,1979-01-22,Laki-laki,SME,CAB0028,2016-06-07,Aktif,Profesional,7500000
NSB0002705,Rina Situmorang,1411073112106257,085878424117,rina.situmorang_2705@email.com,2010-12-31,Laki-laki,Retail,CAB0001,2014-01-17,Aktif,Karyawan Swasta,20000000
NSB0002706,Vina Putra,0609021809871273,082278364441,vina.putra_2706@email.com,1987-09-18,Perempuan,Retail,CAB0009,2015-01-03,Aktif,Petani,50000000
NSB0002707,Eko Purba,2908090306969055,085328089025,eko.purba_2707@email.com,1996-06-03,Laki-laki,Retail,CAB0032,2024-11-29,Aktif,Wiraswasta,75000000
NSB0002708,Fitri Hartono,2113092910993043,085811736679,fitri.hartono_2708@email.com,1999-10-29,Laki-laki,Retail,CAB0056,2018-01-07,Aktif,Mahasiswa,50000000
NSB0002709,Hadi Simanjuntak,3408080811032867,082153436774,hadi.simanjuntak_2709@email.com,2003-11-08,Perempuan,Retail,CAB0062,2015-12-22,Aktif,Profesional,30000000
NSB0002710,Rahmat Harahap,2708061304853750,082257835087,rahmat.harahap_2710@email.com,1985-04-13,Laki-laki,Retail,CAB0048,2016-12-07,Aktif,Ibu Rumah Tangga,15000000
NSB0002711,Vina Wibowo,1014012806061844,085259029778,vina.wibowo_2711@email.com,2006-06-28,Laki-laki,SME,CAB0016,2024-09-07,Aktif,Pensiunan,30000000
NSB0002712,Omar Tampubolon,1613062509027536,082148500243,omar.tampubolon_2712@email.com,2002-09-25,Perempuan,Priority,CAB0066,2011-09-03,Aktif,Pensiunan,3000000
NSB0002713,Linda Saputra,0110021102979551,085844786132,linda.saputra_2713@email.com,1997-02-11,Perempuan,Corporate,CAB0044,2014-09-13,Aktif,Wiraswasta,50000000
NSB0002714,Dewi Purnama,3307071709883322,085837725187,dewi.purnama_2714@email.com,1988-09-17,Laki-laki,Priority,CAB0034,2017-09-19,Aktif,TNI/Polri,20000000
NSB0002715,Vina Situmorang,1813020106725191,087773150629,vina.situmorang_2715@email.com,1972-06-01,Laki-laki,Retail,CAB0054,2017-08-09,Aktif,Nelayan,75000000
NSB0002716,Kartika Hartono,1313020409606186,081399267211,kartika.hartono_2716@email.com,1960-09-04,Perempuan,Retail,CAB0023,2020-05-28,Aktif,Mahasiswa,100000000
NSB0002717,Citra Kurniawan,1708080507010403,085884693405,citra.kurniawan_2717@email.com,2001-07-05,Perempuan,Retail,CAB0038,2024-03-10,Aktif,Nelayan,50000000
NSB0002718,Gita Pasaribu,2709031908762931,085347650461,gita.pasaribu_2718@email.com,1976-08-19,Laki-laki,Retail,CAB0025,2012-10-03,Aktif,Wiraswasta,75000000
NSB0002719,Yanti Purnama,2603020102608222,087746852787,yanti.purnama_2719@email.com,1960-02-01,Perempuan,Private Banking,CAB0050,2015-08-16,Aktif,Karyawan Swasta,75000000
NSB0002720,Kurnia Purnama,2109012409740839,085856594543,kurnia.purnama_2720@email.com,1974-09-24,Perempuan,Retail,CAB0031,2015-11-11,Aktif,Profesional,7500000
NSB0002721,Hendra Saputra,1007052404050149,087869965419,hendra.saputra_2721@email.com,2005-04-24,Perempuan,Priority,CAB0049,2024-12-23,Aktif,Karyawan Swasta,30000000
NSB0002722,Indra Santoso,2811061103050978,085266079693,indra.santoso_2722@email.com,2005-03-11,Laki-laki,Retail,CAB0055,2013-04-25,Aktif,Pensiunan,30000000
NSB0002723,Fitri Nasution,1405091803862865,085812722568,fitri.nasution_2723@email.com,1986-03-18,Laki-laki,Retail,CAB0049,2021-10-01,Aktif,Petani,7500000
NSB0002724,Galih Lestari,1907021709066499,085842760801,galih.lestari_2724@email.com,2006-09-17,Laki-laki,SME,CAB0040,2014-09-11,Aktif,PNS,5000000
NSB0002725,Bambang Handoko,1112043101023400,082151821764,bambang.handoko_2725@email.com,2002-01-31,Laki-laki,Corporate,CAB0039,2010-04-27,Aktif,Ibu Rumah Tangga,100000000
NSB0002726,Putri Kusuma,0607043003671557,081223142777,putri.kusuma_2726@email.com,1967-03-30,Perempuan,Retail,CAB0055,2010-10-11,Aktif,Mahasiswa,30000000
NSB0002727,Siti Harahap,1009021901764754,081281594665,siti.harahap_2727@email.com,1976-01-19,Perempuan,Priority,CAB0061,2016-11-11,Tidak Aktif,Mahasiswa,7500000
NSB0002728,Desi Rahayu,2302051008748636,082120710416,desi.rahayu_2728@email.com,1974-08-10,Laki-laki,Retail,CAB0051,2021-06-21,Aktif,PNS,3000000
NSB0002729,Ahmad Suryadi,2515012105761703,082245144466,ahmad.suryadi_2729@email.com,1976-05-21,Perempuan,SME,CAB0028,2023-04-05,Aktif,TNI/Polri,5000000
NSB0002730,Umar Hartono,0915072501946372,082283241127,umar.hartono_2730@email.com,1994-01-25,Perempuan,Retail,CAB0043,2010-07-15,Aktif,Profesional,7500000
NSB0002731,Dewi Kurniawan,2806043110668599,085336178114,dewi.kurniawan_2731@email.com,1966-10-31,Perempuan,Priority,CAB0037,2013-06-06,Aktif,PNS,50000000
NSB0002732,Ahmad Manurung,0511090411666142,081232673496,ahmad.manurung_2732@email.com,1966-11-04,Laki-laki,Retail,CAB0004,2023-10-30,Aktif,PNS,30000000
NSB0002733,Rahmat Tampubolon,2902042911983264,081377057321,rahmat.tampubolon_2733@email.com,1998-11-29,Laki-laki,Priority,CAB0035,2015-04-01,Aktif,TNI/Polri,20000000
NSB0002734,Eko Setiawan,1712030501924796,085333860305,eko.setiawan_2734@email.com,1992-01-05,Laki-laki,Private Banking,CAB0001,2022-05-23,Aktif,Nelayan,75000000
NSB0002735,Tri Kurniawan,2313062406662273,081369121219,tri.kurniawan_2735@email.com,1966-06-24,Perempuan,Retail,CAB0001,2021-06-01,Aktif,Wiraswasta,30000000
NSB0002736,Wahyu Sari,2803082506143736,085747387351,wahyu.sari_2736@email.com,2014-06-25,Laki-laki,Priority,CAB0032,2011-04-13,Tidak Aktif,Ibu Rumah Tangga,10000000
NSB0002737,Yusuf Setiawan,1614031011647969,087890578161,yusuf.setiawan_2737@email.com,1964-11-10,Perempuan,Priority,CAB0022,2011-01-11,Aktif,Nelayan,10000000
NSB0002738,Dewi Utami,1905071805055813,087838251047,dewi.utami_2738@email.com,2005-05-18,Perempuan,SME,CAB0022,2024-05-29,Aktif,Pensiunan,75000000
NSB0002739,Budi Siagian,1304051909611574,087884708958,budi.siagian_2739@email.com,1961-09-19,Perempuan,SME,CAB0034,2024-05-14,Aktif,TNI/Polri,3000000
NSB0002740,Budi Gunawan,2113092603068120,081354906555,budi.gunawan_2740@email.com,2006-03-26,Laki-laki,Retail,CAB0043,2016-02-10,Aktif,Nelayan,7500000
NSB0002741,Kartika Rahayu,3008011912787919,087848780910,kartika.rahayu_2741@email.com,1978-12-19,Perempuan,Retail,CAB0063,2023-10-12,Tidak Aktif,Profesional,100000000
NSB0002742,Hadi Simbolon,0508011408693284,087857854631,hadi.simbolon_2742@email.com,1969-08-14,Perempuan,Priority,CAB0067,2010-03-22,Aktif,Nelayan,30000000
NSB0002743,Nuri Lubis,3213072507896634,082110659287,nuri.lubis_2743@email.com,1989-07-25,Perempuan,Priority,CAB0020,2016-03-28,Aktif,Mahasiswa,30000000
NSB0002744,Hendra Kusuma,1914011703659148,081382911259,hendra.kusuma_2744@email.com,1965-03-17,Laki-laki,Retail,CAB0027,2013-04-27,Aktif,Nelayan,100000000
NSB0002745,Joko Siregar,3311052611780078,087838983650,joko.siregar_2745@email.com,1978-11-26,Laki-laki,Retail,CAB0049,2021-12-19,Aktif,Mahasiswa,3000000
NSB0002746,Erna Gunawan,2610060704722170,082166201753,erna.gunawan_2746@email.com,1972-04-07,Perempuan,SME,CAB0008,2019-11-23,Aktif,Karyawan Swasta,30000000
NSB0002747,Kurnia Nugroho,2608031108774287,085219000089,kurnia.nugroho_2747@email.com,1977-08-11,Laki-laki,SME,CAB0046,2017-01-25,Aktif,Petani,30000000
NSB0002748,Joni Utami,1110010401843428,085358036014,joni.utami_2748@email.com,1984-01-04,Laki-laki,Private Banking,CAB0049,2014-12-09,Aktif,Mahasiswa,3000000
NSB0002749,Lestari Simanjuntak,2304042810064756,081222481192,lestari.simanjuntak_2749@email.com,2006-10-28,Laki-laki,Corporate,CAB0035,2020-06-30,Tidak Aktif,TNI/Polri,50000000
NSB0002750,Siti Simbolon,3006082904877590,081246971540,siti.simbolon_2750@email.com,1987-04-29,Laki-laki,Retail,CAB0056,2024-09-03,Aktif,Nelayan,5000000
NSB0002751,Andi Gunawan,2006081002143818,085361666583,andi.gunawan_2751@email.com,2014-02-10,Laki-laki,Private Banking,CAB0006,2020-10-01,Aktif,Ibu Rumah Tangga,3000000
NSB0002752,Bambang Tampubolon,3104011310908502,081249371151,bambang.tampubolon_2752@email.com,1990-10-13,Laki-laki,Private Banking,CAB0066,2012-03-02,Aktif,Mahasiswa,100000000
NSB0002753,Hendra Setiawan,1401090612847477,082219174378,hendra.setiawan_2753@email.com,1984-12-06,Perempuan,Retail,CAB0015,2021-04-12,Aktif,Pensiunan,75000000
NSB0002754,Citra Purnama,1204020207010526,087882212984,citra.purnama_2754@email.com,2001-07-02,Perempuan,Priority,CAB0059,2011-07-29,Aktif,Mahasiswa,50000000
NSB0002755,Vina Lubis,1007022511699065,085788765209,vina.lubis_2755@email.com,1969-11-25,Laki-laki,Retail,CAB0024,2022-04-27,Aktif,Nelayan,100000000
NSB0002756,Tri Setiawan,3306022911076625,081295654516,tri.setiawan_2756@email.com,2007-11-29,Perempuan,Priority,CAB0015,2022-12-14,Aktif,Nelayan,20000000
NSB0002757,Agus Utami,1308040201937467,082137273286,agus.utami_2757@email.com,1993-01-02,Laki-laki,Retail,CAB0044,2016-03-28,Aktif,TNI/Polri,30000000
NSB0002758,Hadi Panjaitan,0208052704048970,081346370771,hadi.panjaitan_2758@email.com,2004-04-27,Perempuan,Private Banking,CAB0001,2015-09-24,Aktif,PNS,15000000
NSB0002759,Citra Sari,2906020104630835,082151922716,citra.sari_2759@email.com,1963-04-01,Laki-laki,Retail,CAB0059,2015-05-08,Tidak Aktif,Petani,7500000
NSB0002760,Candra Setiawan,2709090206125410,087830651921,candra.setiawan_2760@email.com,2012-06-02,Perempuan,Retail,CAB0029,2022-08-08,Aktif,Ibu Rumah Tangga,100000000
NSB0002761,Zahra Putra,1015042007036735,082194700735,zahra.putra_2761@email.com,2003-07-20,Perempuan,Private Banking,CAB0038,2020-10-10,Aktif,Pensiunan,75000000
NSB0002762,Hendra Nugroho,1611042505019617,085757594442,hendra.nugroho_2762@email.com,2001-05-25,Laki-laki,Retail,CAB0058,2017-03-27,Aktif,Petani,5000000
NSB0002763,Agus Hutapea,2104023001107791,087840118350,agus.hutapea_2763@email.com,2010-01-30,Laki-laki,Retail,CAB0035,2024-03-31,Aktif,Wiraswasta,20000000
NSB0002764,Tari Putra,0401072810936502,082272390872,tari.putra_2764@email.com,1993-10-28,Perempuan,Retail,CAB0021,2012-03-26,Aktif,PNS,50000000
NSB0002765,Fitri Pasaribu,1015082911697045,085853727499,fitri.pasaribu_2765@email.com,1969-11-29,Laki-laki,SME,CAB0055,2012-04-20,Aktif,Wiraswasta,50000000
NSB0002766,Tari Lestari,0212020902747981,082171989128,tari.lestari_2766@email.com,1974-02-09,Perempuan,Corporate,CAB0020,2022-04-15,Aktif,Petani,3000000
NSB0002767,Putri Nugroho,2305042611729414,081352757382,putri.nugroho_2767@email.com,1972-11-26,Perempuan,SME,CAB0056,2024-05-12,Aktif,Petani,7500000
NSB0002768,Tari Nasution,2701030402900735,085868497039,tari.nasution_2768@email.com,1990-02-04,Laki-laki,SME,CAB0053,2021-06-29,Aktif,Pensiunan,20000000
NSB0002769,Eko Purnama,1207081112623710,081328128260,eko.purnama_2769@email.com,1962-12-11,Laki-laki,Priority,CAB0009,2010-08-30,Aktif,Mahasiswa,50000000
NSB0002770,Tari Pratama,2606032401994551,085794182687,tari.pratama_2770@email.com,1999-01-24,Laki-laki,Priority,CAB0055,2015-04-04,Tidak Aktif,Ibu Rumah Tangga,10000000
NSB0002771,Kartika Sinaga,1512081801909014,081259082487,kartika.sinaga_2771@email.com,1990-01-18,Laki-laki,SME,CAB0033,2011-08-24,Aktif,PNS,20000000
NSB0002772,Hadi Utami,1503092408009177,082149810657,hadi.utami_2772@email.com,2000-08-24,Perempuan,SME,CAB0045,2019-12-13,Aktif,Wiraswasta,30000000
NSB0002773,Budi Situmorang,2102062011698155,081258878084,budi.situmorang_2773@email.com,1969-11-20,Laki-laki,Retail,CAB0050,2017-10-20,Aktif,Nelayan,30000000
NSB0002774,Siti Suryadi,3215041009075631,085388187053,siti.suryadi_2774@email.com,2007-09-10,Perempuan,Retail,CAB0025,2012-11-03,Aktif,Nelayan,30000000
NSB0002775,Bambang Purnama,1014011307130574,082196994181,bambang.purnama_2775@email.com,2013-07-13,Laki-laki,Priority,CAB0045,2019-08-31,Aktif,Karyawan Swasta,20000000
NSB0002776,Desi Purba,3113020311679586,085873702683,desi.purba_2776@email.com,1967-11-03,Perempuan,SME,CAB0045,2018-02-23,Aktif,Karyawan Swasta,7500000
NSB0002777,Desi Kusuma,1305010410001084,085376103980,desi.kusuma_2777@email.com,2000-10-04,Perempuan,Priority,CAB0023,2021-11-20,Aktif,Profesional,15000000
NSB0002778,Siti Nasution,0607032605977071,087743321039,siti.nasution_2778@email.com,1997-05-26,Laki-laki,Retail,CAB0021,2017-03-05,Aktif,Ibu Rumah Tangga,50000000
NSB0002779,Ahmad Rahayu,3302020607632750,085369422014,ahmad.rahayu_2779@email.com,1963-07-06,Laki-laki,Priority,CAB0037,2021-11-04,Aktif,Nelayan,100000000
NSB0002780,Erna Permana,1608021107822225,082179165942,erna.permana_2780@email.com,1982-07-11,Laki-laki,Corporate,CAB0065,2024-12-09,Tidak Aktif,Profesional,3000000
NSB0002781,Budi Susanto,3414011004615402,085215610368,budi.susanto_2781@email.com,1961-04-10,Laki-laki,Corporate,CAB0037,2022-02-25,Aktif,Profesional,10000000
NSB0002782,Cahya Aritonang,0206060905856172,085855805059,cahya.aritonang_2782@email.com,1985-05-09,Perempuan,Retail,CAB0006,2011-01-31,Aktif,Karyawan Swasta,10000000
NSB0002783,Yusuf Sirait,0707072202660362,085795412308,yusuf.sirait_2783@email.com,1966-02-22,Laki-laki,Private Banking,CAB0023,2016-10-21,Aktif,Mahasiswa,50000000
NSB0002784,Joni Putra,1703091011973116,082131299362,joni.putra_2784@email.com,1997-11-10,Laki-laki,Retail,CAB0061,2017-10-11,Aktif,TNI/Polri,75000000
NSB0002785,Yusuf Susanto,1710032903106370,081287675137,yusuf.susanto_2785@email.com,2010-03-29,Laki-laki,Private Banking,CAB0001,2011-09-06,Aktif,Profesional,5000000
NSB0002786,Citra Siregar,2806072004836402,087775896696,citra.siregar_2786@email.com,1983-04-20,Laki-laki,SME,CAB0030,2012-09-09,Aktif,Ibu Rumah Tangga,100000000
NSB0002787,Putri Sinaga,0405052512901646,082146328716,putri.sinaga_2787@email.com,1990-12-25,Perempuan,Private Banking,CAB0007,2018-11-19,Aktif,Mahasiswa,7500000
NSB0002788,Indra Wibowo,2104082307102421,087884166566,indra.wibowo_2788@email.com,2010-07-23,Perempuan,Retail,CAB0052,2010-07-08,Aktif,Karyawan Swasta,7500000
NSB0002789,Nuri Pasaribu,0715082601974118,087783026258,nuri.pasaribu_2789@email.com,1997-01-26,Perempuan,Priority,CAB0018,2018-02-22,Aktif,PNS,20000000
NSB0002790,Putri Permana,1310042003056046,087895025488,putri.permana_2790@email.com,2005-03-20,Perempuan,Retail,CAB0021,2021-08-15,Aktif,Nelayan,75000000
NSB0002791,Oki Kurniawan,3302072808916110,082192305628,oki.kurniawan_2791@email.com,1991-08-28,Laki-laki,Retail,CAB0025,2019-09-21,Aktif,TNI/Polri,30000000
NSB0002792,Yusuf Setiawan,3007072909728829,085821127679,yusuf.setiawan_2792@email.com,1972-09-29,Laki-laki,Retail,CAB0063,2015-05-21,Aktif,Profesional,15000000
NSB0002793,Candra Simanjuntak,1410080501719192,081231608946,candra.simanjuntak_2793@email.com,1971-01-05,Laki-laki,Priority,CAB0003,2017-08-10,Aktif,Petani,50000000
NSB0002794,Indra Pasaribu,0207012803672188,082198656205,indra.pasaribu_2794@email.com,1967-03-28,Perempuan,Priority,CAB0037,2018-02-20,Aktif,Profesional,20000000
NSB0002795,Tri Suryadi,1802022702790503,085835001978,tri.suryadi_2795@email.com,1979-02-27,Laki-laki,Retail,CAB0018,2023-12-08,Aktif,Mahasiswa,30000000
NSB0002796,Dian Panjaitan,0415081701027899,085716944435,dian.panjaitan_2796@email.com,2002-01-17,Laki-laki,SME,CAB0012,2015-10-07,Aktif,Ibu Rumah Tangga,3000000
NSB0002797,Rahmat Purnama,1509031706096460,081221399490,rahmat.purnama_2797@email.com,2009-06-17,Perempuan,SME,CAB0063,2022-07-06,Aktif,TNI/Polri,20000000
NSB0002798,Candra Suryadi,1314062111793470,085340330094,candra.suryadi_2798@email.com,1979-11-21,Laki-laki,Retail,CAB0020,2012-12-27,Aktif,Wiraswasta,20000000
NSB0002799,Erna Kurniawan,3108050903045933,082255510142,erna.kurniawan_2799@email.com,2004-03-09,Laki-laki,SME,CAB0024,2020-03-26,Aktif,Nelayan,75000000
NSB0002800,Gita Suryadi,1202072011900571,085860796280,gita.suryadi_2800@email.com,1990-11-20,Laki-laki,Corporate,CAB0032,2016-12-06,Tidak Aktif,Mahasiswa,75000000
NSB0002801,Umar Kurniawan,3314052011037572,087794000747,umar.kurniawan_2801@email.com,2003-11-20,Laki-laki,Retail,CAB0050,2024-12-18,Aktif,TNI/Polri,15000000
NSB0002802,Andi Pasaribu,3101030902008622,087742393050,andi.pasaribu_2802@email.com,2000-02-09,Laki-laki,Retail,CAB0008,2023-03-25,Aktif,Pensiunan,15000000
NSB0002803,Citra Lubis,0614071607967293,082280509833,citra.lubis_2803@email.com,1996-07-16,Laki-laki,Private Banking,CAB0058,2016-07-02,Aktif,Mahasiswa,5000000
NSB0002804,Agus Suryadi,2110030303801060,081385198859,agus.suryadi_2804@email.com,1980-03-03,Perempuan,Priority,CAB0059,2023-02-20,Aktif,Profesional,20000000
NSB0002805,Siti Manurung,0610081908649355,082128473642,siti.manurung_2805@email.com,1964-08-19,Perempuan,Retail,CAB0028,2021-02-01,Aktif,TNI/Polri,30000000
NSB0002806,Nanda Hutabarat,1913020409917843,085294160442,nanda.hutabarat_2806@email.com,1991-09-04,Laki-laki,SME,CAB0020,2020-06-04,Aktif,PNS,75000000
NSB0002807,Budi Rahayu,0213092401716682,082190013979,budi.rahayu_2807@email.com,1971-01-24,Laki-laki,Priority,CAB0053,2013-12-28,Aktif,Pensiunan,5000000
NSB0002808,Oki Gunawan,3206011411889258,082169767803,oki.gunawan_2808@email.com,1988-11-14,Laki-laki,Retail,CAB0002,2015-09-07,Aktif,PNS,3000000
NSB0002809,Yusuf Lubis,2309031610832859,082296048381,yusuf.lubis_2809@email.com,1983-10-16,Perempuan,Retail,CAB0053,2016-02-14,Aktif,Pensiunan,7500000
NSB0002810,Cahya Siregar,3404020609869607,082230842471,cahya.siregar_2810@email.com,1986-09-06,Perempuan,Retail,CAB0010,2020-03-29,Aktif,Profesional,15000000
NSB0002811,Omar Panjaitan,1606081406787931,082269629908,omar.panjaitan_2811@email.com,1978-06-14,Laki-laki,SME,CAB0035,2018-05-15,Aktif,Mahasiswa,20000000
NSB0002812,Dewi Lestari,3106052409079672,082290432055,dewi.lestari_2812@email.com,2007-09-24,Laki-laki,Retail,CAB0035,2010-03-16,Aktif,Petani,50000000
NSB0002813,Joni Wijaya,1214012409667887,087862925815,joni.wijaya_2813@email.com,1966-09-24,Perempuan,SME,CAB0055,2011-12-01,Tidak Aktif,Petani,15000000
NSB0002814,Candra Santoso,1013032907024749,085859425988,candra.santoso_2814@email.com,2002-07-29,Perempuan,SME,CAB0057,2012-09-07,Aktif,Profesional,3000000
NSB0002815,Desi Saputra,1006062407792366,087753744878,desi.saputra_2815@email.com,1979-07-24,Perempuan,SME,CAB0051,2022-11-06,Aktif,Profesional,20000000
NSB0002816,Desi Santoso,3109081012602882,085240064417,desi.santoso_2816@email.com,1960-12-10,Perempuan,Retail,CAB0062,2024-10-30,Aktif,Ibu Rumah Tangga,30000000
NSB0002817,Andi Santoso,1211041606666634,085824403806,andi.santoso_2817@email.com,1966-06-16,Perempuan,Priority,CAB0025,2023-09-02,Aktif,Pensiunan,30000000
NSB0002818,Oki Sari,1704022909869915,087762780947,oki.sari_2818@email.com,1986-09-29,Perempuan,Private Banking,CAB0030,2017-02-21,Aktif,PNS,30000000
NSB0002819,Agus Putra,2503020701786371,087817581477,agus.putra_2819@email.com,1978-01-07,Perempuan,Retail,CAB0062,2018-01-17,Aktif,Ibu Rumah Tangga,75000000
NSB0002820,Candra Harahap,0604041209699902,082158974767,candra.harahap_2820@email.com,1969-09-12,Laki-laki,Retail,CAB0064,2020-09-07,Aktif,TNI/Polri,20000000
NSB0002821,Galih Lubis,2608060602124886,085289554114,galih.lubis_2821@email.com,2012-02-06,Laki-laki,Retail,CAB0063,2017-07-04,Aktif,Wiraswasta,100000000
NSB0002822,Desi Simanjuntak,2510051604148997,085774190721,desi.simanjuntak_2822@email.com,2014-04-16,Laki-laki,Retail,CAB0008,2017-04-21,Aktif,TNI/Polri,10000000
NSB0002823,Indra Hutapea,0704041706797717,087866464387,indra.hutapea_2823@email.com,1979-06-17,Laki-laki,Corporate,CAB0023,2022-10-30,Aktif,Profesional,30000000
NSB0002824,Zahra Simbolon,1902032311089954,081380638891,zahra.simbolon_2824@email.com,2008-11-23,Perempuan,SME,CAB0025,2011-11-16,Aktif,Karyawan Swasta,100000000
NSB0002825,Fajar Lubis,2713060809915505,085290535246,fajar.lubis_2825@email.com,1991-09-08,Laki-laki,SME,CAB0022,2024-12-12,Aktif,Pensiunan,20000000
NSB0002826,Irwan Wijaya,2109011908712480,085783408772,irwan.wijaya_2826@email.com,1971-08-19,Laki-laki,SME,CAB0031,2014-05-17,Aktif,Pensiunan,7500000
NSB0002827,Rina Simbolon,2909042309085747,085397096340,rina.simbolon_2827@email.com,2008-09-23,Perempuan,Retail,CAB0041,2018-05-27,Aktif,Wiraswasta,30000000
NSB0002828,Candra Simbolon,2014051903075898,087714540382,candra.simbolon_2828@email.com,2007-03-19,Perempuan,Priority,CAB0022,2019-04-02,Aktif,Profesional,5000000
NSB0002829,Yanti Hidayat,0809011711608845,082252425150,yanti.hidayat_2829@email.com,1960-11-17,Perempuan,Corporate,CAB0042,2022-04-03,Aktif,PNS,20000000
NSB0002830,Ahmad Susanto,0811021509080025,085296134233,ahmad.susanto_2830@email.com,2008-09-15,Perempuan,Corporate,CAB0065,2010-03-28,Tidak Aktif,Petani,15000000
NSB0002831,Fajar Purba,3207090310828980,082160590392,fajar.purba_2831@email.com,1982-10-03,Laki-laki,Retail,CAB0052,2020-01-07,Aktif,Mahasiswa,20000000
